Region,Time_UTC,T2,Q2,SWDOWN,GLW,WSPD,Temperature_F
California,1/31/1985 0:00,280.7,0,233.9,235.2,5.1,45.6
California,1/31/1985 1:00,279,0,60.2,233.7,4.7,42.6
California,1/31/1985 2:00,276.9,0,0,229.7,4.2,38.7
California,1/31/1985 3:00,275.9,0,0,226.9,3.8,37
California,1/31/1985 4:00,275.3,0,0,225.5,3.5,35.9
California,1/31/1985 5:00,274.9,0,0,224.6,3.3,35.2
California,1/31/1985 6:00,274.7,0,0,224.4,3.3,34.8
California,1/31/1985 7:00,274.6,0,0,224.2,3.2,34.5
California,1/31/1985 8:00,274.4,0,0,223.9,3.1,34.3
California,1/31/1985 9:00,274.2,0,0,223.6,3,34
California,1/31/1985 10:00,274.1,0,0,223.4,2.9,33.7
California,1/31/1985 11:00,273.9,0,0,223.2,2.8,33.4
California,1/31/1985 12:00,273.8,0,0,223.2,2.7,33.2
California,1/31/1985 13:00,273.7,0,0,222.8,2.7,32.9
California,1/31/1985 14:00,273.4,0,0,222.4,2.5,32.5
California,1/31/1985 15:00,273.4,0,14.8,222.1,2.4,32.5
California,1/31/1985 16:00,275.3,0,162.4,222.8,2.4,35.9
California,1/31/1985 17:00,277.6,0,377.4,226.5,2.5,40
California,1/31/1985 18:00,279.1,0,518.8,229.2,2.5,42.7
California,1/31/1985 19:00,280.2,0,637.7,232.2,2.5,44.7
California,1/31/1985 20:00,281,0,680,234.3,2.7,46.2
California,1/31/1985 21:00,281.5,0,659.4,236.7,2.8,47.1
California,1/31/1985 22:00,281.7,0,560.7,238.4,3.4,47.4
California,1/31/1985 23:00,281.5,0,440.3,239.4,4.1,47.1
California,2/2/1985 0:00,279.6,0,245.1,239.9,4.2,43.6
California,2/2/1985 1:00,277.9,0,48.9,243.6,3.6,40.5
California,2/2/1985 2:00,276.1,0,0,248.3,3.1,37.3
California,2/2/1985 3:00,275.8,0,0,253.7,2.8,36.8
California,2/2/1985 4:00,275.8,0,0,257.3,2.8,36.8
California,2/2/1985 5:00,275.7,0,0,258.6,3.1,36.6
California,2/2/1985 6:00,275.6,0,0,256,3.3,36.4
California,2/2/1985 7:00,275.4,0,0,254,3.6,36.1
California,2/2/1985 8:00,275.2,0,0,253.1,3.8,35.8
California,2/2/1985 9:00,275,0,0,255.4,3.7,35.3
California,2/2/1985 10:00,275,0,0,268.8,3.6,35.2
California,2/2/1985 11:00,274.8,0,0,272.6,3.5,35
California,2/2/1985 12:00,274.7,0,0,278.5,3.2,34.9
California,2/2/1985 13:00,274.6,0,0,282,3,34.7
California,2/2/1985 14:00,274.4,0,0,279.6,2.8,34.2
California,2/2/1985 15:00,274.3,0,3.3,282.1,2.6,34.1
California,2/2/1985 16:00,275,0,85.9,282.1,2.4,35.3
California,2/2/1985 17:00,276.3,0,216.6,274.5,2.4,37.7
California,2/2/1985 18:00,277.8,0,383.1,269.1,2.5,40.4
California,2/2/1985 19:00,279,0,501.3,268.5,2.8,42.5
California,2/2/1985 20:00,279.7,0,544.7,268.3,3.3,43.9
California,2/2/1985 21:00,280.3,0,559.3,265.6,3.6,44.8
California,2/2/1985 22:00,280.5,0,496.3,263.8,3.7,45.3
California,2/2/1985 23:00,280.5,0,374.2,260.8,3.7,45.2
California,2/4/1985 0:00,279.2,0,194.5,270.2,4,42.8
California,2/4/1985 1:00,277.8,0,37.8,264,3.4,40.3
California,2/4/1985 2:00,276.2,0,0,260.8,2.5,37.5
California,2/4/1985 3:00,275.7,0,0,261.9,2.2,36.6
California,2/4/1985 4:00,275.4,0,0,259.1,2,36
California,2/4/1985 5:00,275,0,0,256,1.8,35.4
California,2/4/1985 6:00,274.7,0,0,252.8,1.8,34.8
California,2/4/1985 7:00,274.5,0,0,250.8,1.8,34.4
California,2/4/1985 8:00,274.3,0,0,252.8,1.8,34.1
California,2/4/1985 9:00,274.2,0,0,251.9,1.9,33.8
California,2/4/1985 10:00,274,0,0,249.4,1.9,33.5
California,2/4/1985 11:00,273.8,0,0,246,2,33.1
California,2/4/1985 12:00,273.5,0,0,243.8,2,32.7
California,2/4/1985 13:00,273.3,0,0,243.1,1.8,32.3
California,2/4/1985 14:00,273,0,0,240.6,1.7,31.8
California,2/4/1985 15:00,272.8,0,6,239.1,1.7,31.3
California,2/4/1985 16:00,274.3,0,152,238.8,1.7,34.1
California,2/4/1985 17:00,276.2,0,349.2,237.4,1.9,37.5
California,2/4/1985 18:00,277.7,0,500.7,239.6,2.4,40.1
California,2/4/1985 19:00,278.8,0,611.3,240.7,3.1,42.2
California,2/4/1985 20:00,279.6,0,656.5,241.8,3.5,43.5
California,2/4/1985 21:00,280.1,0,650.7,241.1,3.7,44.5
California,2/4/1985 22:00,280.4,0,579.3,240.7,3.8,45
California,2/4/1985 23:00,280.3,0,424.8,238.4,3.8,44.8
California,7/2/1985 0:00,307.8,0,610.3,363.8,4.9,94.3
California,7/2/1985 1:00,306.7,0,394.7,361,4.8,92.4
California,7/2/1985 2:00,305,0,219.6,357.7,4.5,89.4
California,7/2/1985 3:00,301.3,0,28.2,350.7,3.7,82.6
California,7/2/1985 4:00,298.9,0,0,343.5,2.9,78.3
California,7/2/1985 5:00,297.9,0,0,341,2.4,76.5
California,7/2/1985 6:00,297.3,0,0,339.3,2.1,75.4
California,7/2/1985 7:00,296.8,0,0,337.5,2.2,74.6
California,7/2/1985 8:00,296.3,0,0,336,2.2,73.7
California,7/2/1985 9:00,295.8,0,0,334.2,2.4,72.8
California,7/2/1985 10:00,295.3,0,0,332.6,2.4,71.9
California,7/2/1985 11:00,295,0,0,331.6,2.5,71.2
California,7/2/1985 12:00,294.7,0,0,330.1,2.5,70.7
California,7/2/1985 13:00,294.5,0,7.5,329.1,2.5,70.4
California,7/2/1985 14:00,297.7,0,209.5,331.1,2.3,76.3
California,7/2/1985 15:00,300.8,0,394.8,337.1,2.2,81.7
California,7/2/1985 16:00,303.1,0,621.2,343.4,2.1,86
California,7/2/1985 17:00,304.8,0,778.3,347.4,2.3,88.9
California,7/2/1985 18:00,306,0,936,351.6,2.8,91.2
California,7/2/1985 19:00,307,0,1030.5,355.1,3.2,92.9
California,7/2/1985 20:00,307.7,0,1057.7,357.4,3.7,94.2
California,7/2/1985 21:00,308,0,1029.9,358.9,4.4,94.7
California,7/2/1985 22:00,307.8,0,932.5,358.7,5,94.4
California,7/2/1985 23:00,307.4,0,818.5,357.9,5.3,93.6
California,7/3/1985 0:00,306.6,0,633,356,5.5,92.1
California,7/3/1985 1:00,305.3,0,421.6,353.2,5.3,89.8
California,7/3/1985 2:00,303.4,0,202,349,4.8,86.4
California,7/3/1985 3:00,299.4,0,21.6,342,3.8,79.3
California,7/3/1985 4:00,297.4,0,0,335.2,3.1,75.6
California,7/3/1985 5:00,296.4,0,0,332.9,2.7,73.8
California,7/3/1985 6:00,295.8,0,0,331.2,2.6,72.7
California,7/3/1985 7:00,295.3,0,0,329.2,2.8,71.8
California,7/3/1985 8:00,294.7,0,0,327.1,3,70.7
California,7/3/1985 9:00,294.1,0,0,324.8,2.9,69.7
California,7/3/1985 10:00,293.7,0,0,323.1,2.9,68.9
California,7/3/1985 11:00,293.4,0,0,322.1,2.9,68.4
California,7/3/1985 12:00,293.2,0,0,321.2,2.9,68
California,7/3/1985 13:00,293.1,0,10.1,320.4,2.7,67.9
California,7/3/1985 14:00,296.3,0,194.8,322.6,2.5,73.7
California,7/3/1985 15:00,299.4,0,420.6,329.5,2.2,79.2
California,7/3/1985 16:00,301.7,0,601.2,334.5,2.2,83.3
California,7/3/1985 17:00,303.6,0,797.4,340.2,2.4,86.9
California,7/3/1985 18:00,305.2,0,948.9,345.3,2.6,89.6
California,7/3/1985 19:00,306.3,0,1026.7,349.1,2.7,91.7
California,7/3/1985 20:00,307.4,0,1062.2,353.4,2.8,93.6
California,7/3/1985 21:00,307.9,0,1027.2,356.2,3.3,94.6
California,7/3/1985 22:00,308.1,0,950.8,357.1,3.9,94.8
California,7/3/1985 23:00,307.7,0,803.2,356.8,4.4,94.2
California,1/16/1987 0:00,278.9,0,189.7,224.4,7.9,42.3
California,1/16/1987 1:00,276.9,0,3.5,223.7,7.2,38.8
California,1/16/1987 2:00,275.6,0,0,217.8,6.9,36.3
California,1/16/1987 3:00,274.7,0,0,213.7,7.1,34.9
California,1/16/1987 4:00,274.2,0,0,209.7,6.4,33.8
California,1/16/1987 5:00,273.6,0,0,207.2,5.8,32.9
California,1/16/1987 6:00,273.2,0,0,205.9,5.3,32.1
California,1/16/1987 7:00,272.8,0,0,204.8,4.9,31.5
California,1/16/1987 8:00,272.5,0,0,203.3,4.6,30.8
California,1/16/1987 9:00,272.2,0,0,202,4.6,30.3
California,1/16/1987 10:00,272,0,0,201.2,4.6,29.9
California,1/16/1987 11:00,271.8,0,0,200.2,4.6,29.6
California,1/16/1987 12:00,271.6,0,0,199.3,4.4,29.3
California,1/16/1987 13:00,271.5,0,0,198.3,4.2,29
California,1/16/1987 14:00,271.3,0,0,197.6,4.2,28.6
California,1/16/1987 15:00,271.1,0,1.9,197.1,4.1,28.4
California,1/16/1987 16:00,272.7,0,153.3,197.8,4.2,31.1
California,1/16/1987 17:00,274.9,0,355.6,200.9,4.3,35.1
California,1/16/1987 18:00,276.4,0,490.1,203.2,4.4,37.9
California,1/16/1987 19:00,277.6,0,601.8,206,4.6,40.1
California,1/16/1987 20:00,278.5,0,639.3,208.2,5,41.6
California,1/16/1987 21:00,279,0,614,210.7,5.1,42.6
California,1/16/1987 22:00,279.2,0,511.9,212.7,5,43
California,1/16/1987 23:00,279.2,0,387.4,213.7,4.8,42.8
California,1/17/1987 0:00,278.4,0,197.2,214,4.6,41.4
California,1/17/1987 1:00,275.8,0,1.8,213.2,3.8,36.7
California,1/17/1987 2:00,274.4,0,0,211.1,3.8,34.2
California,1/17/1987 3:00,273.7,0,0,210,3.6,33
California,1/17/1987 4:00,273.3,0,0,209.8,3.4,32.2
California,1/17/1987 5:00,273,0,0,209.6,3.2,31.7
California,1/17/1987 6:00,272.8,0,0,209.8,3,31.4
California,1/17/1987 7:00,272.7,0,0,210,2.8,31.2
California,1/17/1987 8:00,272.7,0,0,210.5,2.8,31.2
California,1/17/1987 9:00,272.7,0,0,210.8,2.7,31.2
California,1/17/1987 10:00,272.7,0,0,210.9,2.7,31.2
California,1/17/1987 11:00,272.7,0,0,210.9,2.6,31.2
California,1/17/1987 12:00,272.6,0,0,210.8,2.6,31.1
California,1/17/1987 13:00,272.6,0,0,210.8,2.7,30.9
California,1/17/1987 14:00,272.4,0,0,210.9,2.7,30.7
California,1/17/1987 15:00,272.3,0,1.2,210.7,2.8,30.5
California,1/17/1987 16:00,274.2,0,148.3,211.4,2.8,33.8
California,1/17/1987 17:00,276.7,0,350.5,214.5,2.7,38.4
California,1/17/1987 18:00,278.5,0,484.5,217.3,2.5,41.7
California,1/17/1987 19:00,280,0,597.5,221.4,2.5,44.3
California,1/17/1987 20:00,281.1,0,638.5,225.4,2.6,46.3
California,1/17/1987 21:00,281.9,0,605.8,229,2.7,47.8
California,1/17/1987 22:00,282.4,0,531.3,231.5,2.9,48.6
California,1/17/1987 23:00,282.3,0,385,233.9,2.9,48.4
California,12/24/1987 0:00,278.8,0,128.5,225.5,6.3,42.1
California,12/24/1987 1:00,276.5,0,0,221.9,5.6,38
California,12/24/1987 2:00,275.5,0,0,219.3,5.1,36.2
California,12/24/1987 3:00,274.8,0,0,217.1,5.1,35
California,12/24/1987 4:00,274.3,0,0,215.8,5.1,34.1
California,12/24/1987 5:00,274,0,0,216.3,5.3,33.5
California,12/24/1987 6:00,273.7,0,0,217.3,5.4,33
California,12/24/1987 7:00,273.5,0,0,219.1,5.4,32.7
California,12/24/1987 8:00,273.2,0,0,217.6,5.4,32.2
California,12/24/1987 9:00,273.1,0,0,217,5.3,31.9
California,12/24/1987 10:00,272.9,0,0,216.4,5.3,31.6
California,12/24/1987 11:00,272.7,0,0,214.9,5.1,31.2
California,12/24/1987 12:00,272.6,0,0,214.1,5,31
California,12/24/1987 13:00,272.5,0,0,214.6,4.8,30.8
California,12/24/1987 14:00,272.3,0,0,212.8,4.6,30.5
California,12/24/1987 15:00,272.1,0,0.9,210,4.5,30
California,12/24/1987 16:00,273.2,0,125.7,206.9,4.6,32.1
California,12/24/1987 17:00,275.1,0,309.3,208,5.1,35.5
California,12/24/1987 18:00,276.5,0,458.4,210,5.6,38.1
California,12/24/1987 19:00,277.6,0,553.5,212.5,6.1,40
California,12/24/1987 20:00,278.3,0,584.3,215.1,6.9,41.2
California,12/24/1987 21:00,278.6,0,546.4,219,7.3,41.8
California,12/24/1987 22:00,278.6,0,451.9,220,7.4,41.9
California,12/24/1987 23:00,278.3,0,304.8,220.7,7.2,41.3
California,12/25/1987 0:00,277.2,0,127.6,219.4,6.7,39.4
California,12/25/1987 1:00,275.1,0,0,216.6,5.8,35.5
California,12/25/1987 2:00,274.1,0,0,213.2,5.4,33.6
California,12/25/1987 3:00,273.4,0,0,211.4,5.1,32.5
California,12/25/1987 4:00,273,0,0,210.4,4.9,31.8
California,12/25/1987 5:00,272.7,0,0,209.4,4.9,31.2
California,12/25/1987 6:00,272.5,0,0,208.9,4.9,30.9
California,12/25/1987 7:00,272.4,0,0,208.8,4.9,30.7
California,12/25/1987 8:00,272.3,0,0,208.6,4.8,30.5
California,12/25/1987 9:00,272.2,0,0,208.6,4.6,30.4
California,12/25/1987 10:00,272.2,0,0,208.8,4.4,30.2
California,12/25/1987 11:00,272.1,0,0,208.6,4.2,30
California,12/25/1987 12:00,272,0,0,208.4,4.2,29.9
California,12/25/1987 13:00,271.9,0,0,208.1,4.2,29.7
California,12/25/1987 14:00,271.7,0,0,207.7,4.1,29.4
California,12/25/1987 15:00,271.6,0,0.9,207.1,3.8,29.2
California,12/25/1987 16:00,273,0,127.5,207.5,3.7,31.8
California,12/25/1987 17:00,275.3,0,310.3,210.1,3.9,35.9
California,12/25/1987 18:00,277,0,459.2,213.1,4.1,38.9
California,12/25/1987 19:00,278.2,0,554.9,216.4,4.3,41.1
California,12/25/1987 20:00,279.2,0,588.2,219.4,4.2,42.9
California,12/25/1987 21:00,279.8,0,556.4,221.9,3.9,44
California,12/25/1987 22:00,280.1,0,462.3,224.1,3.7,44.5
California,12/25/1987 23:00,279.9,0,315.1,225.5,3.4,44.1
California,12/26/1987 0:00,278.6,0,133,225.7,2.8,41.8
California,12/26/1987 1:00,275.9,0,0,223.7,2.2,36.9
California,12/26/1987 2:00,274.9,0,0,221.8,2,35.2
California,12/26/1987 3:00,274.4,0,0,220.6,2,34.2
California,12/26/1987 4:00,274,0,0,219.7,1.9,33.6
California,12/26/1987 5:00,273.8,0,0,218.7,1.8,33.1
California,12/26/1987 6:00,273.7,0,0,218.2,1.6,32.9
California,12/26/1987 7:00,273.6,0,0,218,1.8,32.8
California,12/26/1987 8:00,273.5,0,0,218,1.9,32.6
California,12/26/1987 9:00,273.4,0,0,217.9,1.9,32.4
California,12/26/1987 10:00,273.3,0,0,217.8,1.8,32.3
California,12/26/1987 11:00,273.2,0,0,217.7,1.8,32.1
California,12/26/1987 12:00,273.1,0,0,217.6,1.9,32
California,12/26/1987 13:00,273,0,0,217.1,2,31.8
California,12/26/1987 14:00,272.9,0,0,216.8,2,31.6
California,12/26/1987 15:00,272.8,0,0.8,216.5,1.8,31.4
California,12/26/1987 16:00,274.3,0,125.8,216.8,1.5,34.1
California,12/26/1987 17:00,276.6,0,307,219.4,1.2,38.2
California,12/26/1987 18:00,278.2,0,454.9,222.4,1.4,41.1
California,12/26/1987 19:00,279.3,0,550.2,225.3,1.8,43.1
California,12/26/1987 20:00,280.1,0,583.6,227.8,2,44.5
California,12/26/1987 21:00,280.6,0,552.4,229.9,2.1,45.4
California,12/26/1987 22:00,280.7,0,459.4,231.4,2.3,45.6
California,12/26/1987 23:00,280.4,0,313.8,232.1,2.3,45
California,7/17/1988 0:00,306.2,0,629.8,356.4,4.3,91.5
California,7/17/1988 1:00,305.3,0,421.7,356,4.2,89.9
California,7/17/1988 2:00,303.8,0,206.1,354.3,3.9,87.2
California,7/17/1988 3:00,300.2,0,25.4,349.5,3,80.7
California,7/17/1988 4:00,298,0,0,344,2.4,76.8
California,7/17/1988 5:00,297.2,0,0,342.3,2.1,75.3
California,7/17/1988 6:00,296.7,0,0,341.9,1.9,74.4
California,7/17/1988 7:00,296.3,0,0,341.8,1.9,73.7
California,7/17/1988 8:00,296,0,0,341.5,1.8,73.1
California,7/17/1988 9:00,295.6,0,0,340.8,1.8,72.5
California,7/17/1988 10:00,295.3,0,0,339.8,1.8,71.9
California,7/17/1988 11:00,295,0,0,338.9,1.7,71.4
California,7/17/1988 12:00,294.8,0,0,338.2,1.8,71
California,7/17/1988 13:00,294.6,0,0.8,337.7,1.7,70.7
California,7/17/1988 14:00,297.4,0,148.6,339,1.4,75.6
California,7/17/1988 15:00,300.6,0,359.5,345.2,1.3,81.4
California,7/17/1988 16:00,303,0,569.2,351.7,1.5,85.7
California,7/17/1988 17:00,304.9,0,755.2,357.7,1.9,89.2
California,7/17/1988 18:00,306.6,0,902.6,363.3,2.3,92.1
California,7/17/1988 19:00,307.8,0,998.2,368.4,2.7,94.3
California,7/17/1988 20:00,308.5,0,1035.4,372.1,3.2,95.7
California,7/17/1988 21:00,308.9,0,1007.7,374.6,3.7,96.3
California,7/17/1988 22:00,308.8,0,927.2,375.1,4.1,96.2
California,7/17/1988 23:00,308.4,0,791.1,374.4,4.5,95.5
California,9/3/1988 0:00,303.7,0,442.6,376,3.6,87
California,9/3/1988 1:00,302.4,0,241.1,372,3.5,84.7
California,9/3/1988 2:00,300,0,43.6,367.6,2.9,80.3
California,9/3/1988 3:00,297.7,0,0,361.8,2.3,76.1
California,9/3/1988 4:00,296.8,0,0,359,2.1,74.6
California,9/3/1988 5:00,296.3,0,0,357.2,2.2,73.7
California,9/3/1988 6:00,296,0,0,356.3,2.2,73.1
California,9/3/1988 7:00,295.6,0,0,356.2,2.2,72.4
California,9/3/1988 8:00,295.2,0,0,354.7,2.2,71.7
California,9/3/1988 9:00,294.9,0,0,353.2,2.3,71.2
California,9/3/1988 10:00,294.7,0,0,352.9,2.4,70.8
California,9/3/1988 11:00,294.7,0,0,351.6,2.5,70.7
California,9/3/1988 12:00,294.8,0,0,351.8,2.6,71
California,9/3/1988 13:00,294.7,0,0,351.5,2.5,70.8
California,9/3/1988 14:00,295.1,0,35,351.1,2.5,71.5
California,9/3/1988 15:00,298.3,0,235.7,352.7,2.4,77.2
California,9/3/1988 16:00,301.3,0,451.3,359.5,2.3,82.7
California,9/3/1988 17:00,303.6,0,645.4,365.3,2.1,86.7
California,9/3/1988 18:00,305.4,0,797.3,370.3,2,90
California,9/3/1988 19:00,307,0,891.1,375.5,2.2,92.9
California,9/3/1988 20:00,308.3,0,918.5,380.5,2.6,95.3
California,9/3/1988 21:00,309,0,885.3,383.6,3,96.6
California,9/3/1988 22:00,309.1,0,790.4,385.2,3.4,96.8
California,9/3/1988 23:00,308.6,0,642.8,384.3,3.8,95.8
California,9/4/1988 0:00,307.5,0,452.6,381.2,4,93.8
California,9/4/1988 1:00,305.8,0,239.4,377.7,3.6,90.8
California,9/4/1988 2:00,302.7,0,40.9,373.1,2.8,85.2
California,9/4/1988 3:00,300.1,0,0,364.3,2.6,80.6
California,9/4/1988 4:00,299.3,0,0,360.5,2.7,79
California,9/4/1988 5:00,298.6,0,0,357.8,2.8,77.9
California,9/4/1988 6:00,298.2,0,0,356.5,2.9,77.1
California,9/4/1988 7:00,297.8,0,0,355.7,2.9,76.4
California,9/4/1988 8:00,297.3,0,0,355.1,2.8,75.5
California,9/4/1988 9:00,297,0,0,354.2,2.8,75
California,9/4/1988 10:00,296.8,0,0,353.5,2.9,74.7
California,9/4/1988 11:00,296.6,0,0,352.7,3,74.3
California,9/4/1988 12:00,296.4,0,0,351,3.1,73.9
California,9/4/1988 13:00,296.2,0,0,349.2,3.2,73.5
California,9/4/1988 14:00,296.4,0,34.7,348,3.1,73.8
California,9/4/1988 15:00,299.5,0,237.2,350.8,3,79.4
California,9/4/1988 16:00,302.2,0,454.2,356.9,3.2,84.2
California,9/4/1988 17:00,304.1,0,648.2,361.8,3.4,87.8
California,9/4/1988 18:00,305.9,0,799.9,366.8,3.9,90.9
California,9/4/1988 19:00,307.4,0,897,371.4,4.4,93.6
California,9/4/1988 20:00,308.6,0,930.9,375.4,4.9,95.8
California,9/4/1988 21:00,309.4,0,898.8,378.3,5.3,97.2
California,9/4/1988 22:00,309.6,0,803.4,379.8,5.5,97.7
California,9/4/1988 23:00,309.4,0,652.7,379.7,5.4,97.3
California,9/5/1988 0:00,308.6,0,459.4,377.9,5.2,95.9
California,9/5/1988 1:00,307.2,0,242.3,374.6,4.6,93.2
California,9/5/1988 2:00,303.6,0,38.2,368.6,3.1,86.9
California,9/5/1988 3:00,300.6,0,0,360.5,2.6,81.4
California,9/5/1988 4:00,299.4,0,0,355.8,2.7,79.2
California,9/5/1988 5:00,298.6,0,0,353.4,2.7,77.8
California,9/5/1988 6:00,298,0,0,352.3,2.7,76.7
California,9/5/1988 7:00,297.4,0,0,351.2,2.6,75.6
California,9/5/1988 8:00,296.8,0,0,349.5,2.4,74.5
California,9/5/1988 9:00,296.3,0,0,347.7,2.2,73.7
California,9/5/1988 10:00,295.9,0,0,346.1,2.1,73
California,9/5/1988 11:00,295.6,0,0,344.5,2.1,72.5
California,9/5/1988 12:00,295.4,0,0,342.7,2.1,72
California,9/5/1988 13:00,295,0,0,340.6,2,71.4
California,9/5/1988 14:00,295.2,0,33.2,339.2,1.8,71.6
California,9/5/1988 15:00,298.4,0,235.3,341.5,1.6,77.4
California,9/5/1988 16:00,301.2,0,454,347.6,1.7,82.6
California,9/5/1988 17:00,303.2,0,648.5,352.6,1.9,86.1
California,9/5/1988 18:00,304.8,0,801.1,357.2,2.2,88.9
California,9/5/1988 19:00,306,0,898,361.3,2.5,91.2
California,9/5/1988 20:00,307,0,931.1,364.8,2.9,92.9
California,9/5/1988 21:00,307.6,0,898.4,367.2,3.4,94
California,9/5/1988 22:00,307.6,0,802.4,367.9,4,94
California,9/5/1988 23:00,307.1,0,650.8,367,4.4,93.2
California,12/26/1988 0:00,277.7,0,111.3,248.1,5.5,40.2
California,12/26/1988 1:00,276,0,0,242.8,4.8,37.2
California,12/26/1988 2:00,275.2,0,0,241.9,4.5,35.7
California,12/26/1988 3:00,274.5,0,0,238,4.1,34.4
California,12/26/1988 4:00,273.8,0,0,231.9,3.7,33.2
California,12/26/1988 5:00,273.4,0,0,227.8,3.6,32.4
California,12/26/1988 6:00,273,0,0,228,3.5,31.8
California,12/26/1988 7:00,272.8,0,0,227.4,3.5,31.4
California,12/26/1988 8:00,272.7,0,0,227.2,3.5,31.2
California,12/26/1988 9:00,272.6,0,0,226.6,3.2,30.9
California,12/26/1988 10:00,272.4,0,0,222.3,3.2,30.7
California,12/26/1988 11:00,272.2,0,0,218.9,3.2,30.4
California,12/26/1988 12:00,272.1,0,0,217.1,3.2,30.1
California,12/26/1988 13:00,271.9,0,0,215.1,3.3,29.8
California,12/26/1988 14:00,271.7,0,0,213.1,3.4,29.4
California,12/26/1988 15:00,271.5,0,0.7,211.3,3.4,29.1
California,12/26/1988 16:00,272.9,0,123.6,210.6,3.3,31.5
California,12/26/1988 17:00,274.9,0,306.6,211.8,3.4,35.2
California,12/26/1988 18:00,276.4,0,457.1,213.6,3.7,37.8
California,12/26/1988 19:00,277.5,0,555.1,215.6,3.9,39.9
California,12/26/1988 20:00,278.4,0,590.7,217.3,4,41.5
California,12/26/1988 21:00,278.8,0,560.5,218.5,4.3,42.3
California,12/26/1988 22:00,278.9,0,467.5,219.2,4.7,42.4
California,12/26/1988 23:00,278.5,0,321,218.9,5.1,41.6
California,12/27/1988 0:00,277.2,0,138.5,217.3,5,39.2
California,12/27/1988 1:00,274.3,0,0,213.6,4.2,34
California,12/27/1988 2:00,273.2,0,0,210.5,3.6,32.1
California,12/27/1988 3:00,272.7,0,0,209.2,3.2,31.2
California,12/27/1988 4:00,272.4,0,0,208.9,2.9,30.6
California,12/27/1988 5:00,272.1,0,0,208.8,2.8,30.2
California,12/27/1988 6:00,272,0,0,209.2,2.7,30
California,12/27/1988 7:00,271.9,0,0,210.1,2.6,29.8
California,12/27/1988 8:00,271.9,0,0,210.3,2.5,29.7
California,12/27/1988 9:00,271.8,0,0,210,2.5,29.6
California,12/27/1988 10:00,271.8,0,0,209.7,2.6,29.5
California,12/27/1988 11:00,271.7,0,0,210.1,2.6,29.4
California,12/27/1988 12:00,271.6,0,0,211.7,2.6,29.3
California,12/27/1988 13:00,271.6,0,0,214.4,2.5,29.2
California,12/27/1988 14:00,271.7,0,0,221.8,2.6,29.5
California,12/27/1988 15:00,272,0,0.7,232.1,2.6,29.9
California,12/27/1988 16:00,273.5,0,112.1,236.8,2.5,32.6
California,12/27/1988 17:00,275.2,0,253.2,241.9,2.4,35.7
California,12/27/1988 18:00,276.4,0,365.9,244.7,2.2,37.8
California,12/27/1988 19:00,277.2,0,429.9,248.4,2.4,39.3
California,12/27/1988 20:00,277.8,0,482.2,247.7,2.9,40.3
California,12/27/1988 21:00,278.1,0,462.2,248.8,3.4,40.9
California,12/27/1988 22:00,278.1,0,376.3,252.9,3.6,40.9
California,12/27/1988 23:00,277.7,0,252.2,254.5,3.7,40.2
California,12/28/1988 0:00,276.8,0,105.9,255.9,3.2,38.7
California,12/28/1988 1:00,274.8,0,0,261.4,2.8,35
California,12/28/1988 2:00,274.4,0,0,270.3,2.4,34.2
California,12/28/1988 3:00,274.2,0,0,272.2,2.2,34
California,12/28/1988 4:00,273.9,0,0,267,1.9,33.4
California,12/28/1988 5:00,273.5,0,0,262.5,1.8,32.7
California,12/28/1988 6:00,273.3,0,0,263.8,1.7,32.3
California,12/28/1988 7:00,273.4,0,0,273.6,1.8,32.4
California,12/28/1988 8:00,273.1,0,0,264.5,1.6,31.9
California,12/28/1988 9:00,272.8,0,0,258.1,1.5,31.4
California,12/28/1988 10:00,272.6,0,0,253,1.3,31
California,12/28/1988 11:00,272.6,0,0,252.8,1.2,31
California,12/28/1988 12:00,272.6,0,0,252.4,1.2,30.9
California,12/28/1988 13:00,272.5,0,0,252.4,1.3,30.8
California,12/28/1988 14:00,272.5,0,0,255.5,1.4,30.8
California,12/28/1988 15:00,272.5,0,0.6,257.4,1.5,30.8
California,12/28/1988 16:00,273.5,0,95.5,256.8,1.6,32.6
California,12/28/1988 17:00,275,0,248.5,253,1.8,35.3
California,12/28/1988 18:00,276.1,0,392,249.3,2,37.4
California,12/28/1988 19:00,277,0,494,247.8,2.3,39
California,12/28/1988 20:00,277.6,0,535,245.9,2.6,40
California,12/28/1988 21:00,277.9,0,512.1,245.1,2.9,40.5
California,12/28/1988 22:00,278,0,433.5,243,3,40.7
California,12/28/1988 23:00,277.7,0,300.8,240.8,3.1,40.2
California,12/29/1988 0:00,276.8,0,130.2,239.3,3.1,38.6
California,12/29/1988 1:00,274.4,0,0,236.8,2.8,34.3
California,12/29/1988 2:00,273.6,0,0,233,2.8,32.8
California,12/29/1988 3:00,273.1,0,0,230.8,2.6,31.9
California,12/29/1988 4:00,272.8,0,0,229.9,2.6,31.4
California,12/29/1988 5:00,272.6,0,0,230.3,2.6,31
California,12/29/1988 6:00,272.4,0,0,229.5,2.7,30.7
California,12/29/1988 7:00,272.2,0,0,228.3,2.7,30.4
California,12/29/1988 8:00,272.1,0,0,227.3,2.8,30.2
California,12/29/1988 9:00,272,0,0,225.8,2.9,30
California,12/29/1988 10:00,271.9,0,0,224.9,2.9,29.8
California,12/29/1988 11:00,271.8,0,0,224.3,2.9,29.6
California,12/29/1988 12:00,271.8,0,0,223.6,2.9,29.5
